Word,Pronunciation
kieffer,ˈki.fɚ
kimberly,ˈkɪm.bɚ.li
kin,kɪn
kingsley,ˈkɪŋz.li
kirkpatrick,kɚkˈpæ.trɪk
kirkwood,ˈkɝ.kwʊd
kit,kɪt
kiwanis,kɪˈwɑ.nɪs
klauber,ˈklaʊ.bɚ
klees,kliz
knauer,ˈnaʊ.ɚ
knob,nɑb
knocks,nɑks
knoll,noʊl
knotty,ˈnɑ.ti
knowledgeable,ˈnɑ.lə.dʒə.bəl
knowlton,ˈnoʊl.tən
kodama,koʊˈdɑ.mə
koenigsberg,ˈkoʊ.nɪgz.bɚg
konishi,koʊˈni.ʃi
kooning,ˈku.nɪŋ
kremlin's,ˈkrɛm.lɪnz
kretchmer,ˈkrɛtʃ.mɚ
kroger,ˈkroʊ.gɚ
kunkel,ˈkʌŋ.kəl
kyne,kaɪn
labelled,ˈleɪ.bəld
laboriously,ləˈbɔ.ri.ə.sli
labors,ˈleɪ.bɚz
laced,leɪst
lacerations,ˌlæ.sɚˈeɪ.ʃənz
lacey,ˈleɪ.si
lacquer,ˈlæ.kɚ
lactate,ˈlæk.teɪt
lactating,ˈlæk.teɪ.tɪŋ
lagged,lægd
lagoons,ləˈgunz
laguna,ləˈgu.nə
lambert,ˈlæm.bɚt
lame,leɪm
laments,ləˈmɛnts
laminated,ˈlæ.məˌneɪ.təd
lana,ˈlæ.nə
lancaster,ˈlænˌkæ.stɚ
landau,ˈlænˌdaʊ
landings,ˈlæn.dɪŋz
landlords,ˈlændˌlɔrdz
landslide,ˈlændˌslaɪd
lanky,ˈlæŋ.ki
lanterns,ˈlæn.tɚnz
lanza,ˈlæn.zə
lapels,ləˈpɛlz
lapped,læpt
lapping,ˈlæ.pɪŋ
laps,læps
larceny,ˈlɑr.sə.ni
laredo,lɚˈeɪ.doʊ
lark,lɑrk
larks,lɑrks
lasalle,ləˈsæl
lashes,ˈlæ.ʃɪz
lashing,ˈlæ.ʃɪŋ
lass,læs
lasso,ˈlæ.soʊ
last-minute,ˌlæstˈmɪ.nɪt
latex,ˈleɪˌtɛks
lath,læθ
lats,lɑts
lattice,ˈlæ.təs
laughlin,ˈlɑ.flɪn
laureate,ˈlɔ.ri.ət
laurels,ˈlɔ.rəlz
lawful,ˈlɔ.fəl
lawless,ˈlɔ.ləs
lawman,ˈlɔ.mən
lawmen,ˈlɔ.mɛn
lawrence's,ˈlɔ.rən.sɪz
lawrenceville,ˈlɔ.rənsˌvɪl
lawyer's,ˈlɔ.jɚz
layering,ˈleɪ.ɚ.ɪŋ
leaden,ˈlɛ.dən
leaguers,ˈli.gɚz
leak,lik
leaky,ˈli.ki
leapfrog,ˈlipˌfrɔg
leaping,ˈli.pɪŋ
leapt,lɛpt
leased,list
leathers,ˈlɛ.ðɚz
leavened,ˈlɛ.vənd
lebanese,ˈlɛ.bəˌniz
lectured,ˈlɛk.tʃɚd
leeway,ˈliˌweɪ
lefty,ˈlɛf.ti
legalized,ˈli.gəˌlaɪzd
leger,ˈlɛ.dʒɚ
legislature's,ˈlɛ.dʒəˌsleɪ.tʃɚz
legislatures,ˈlɛ.dʒɪˌsleɪ.tʃɚz
legitimacy,ləˈdʒɪ.tə.mə.si
legitimately,ləˈdʒɪ.tə.mət.li
legume,ˈlɛgˌjum
leland,ˈli.lənd
lengthen,ˈlɛŋk.θən
lengthened,ˈlɛŋk.θənd
leroy,ˈliˌrɔɪ
lesion,ˈli.ʒən
leslie,ˈlɛs.li
lessing,ˈlɛ.sɪŋ
letitia,lɪˈtɪ.ʃi.ə
levelled,ˈlɛ.vəld
levies,ˈlɛ.viz
levis,ˈlɛ.vɪs
lex,lɛks
lexical,ˈlɛk.sɪ.kəl
lexicon,ˈlɛk.sɪˌkɑn
libel,ˈlaɪ.bəl
liberace,ˌlɪ.bɚˈɑ.tʃi
libertarians,ˌlɪ.bɚˈtɛ.ri.ənz
libertines,ˈlɪ.bɚˌtinz
libido,ləˈbi.doʊ
libretto,ləˈbrɛ.toʊ
libyan,ˈlɪ.bi.ən
lice,laɪs
lieder,ˈli.dɚ
lien,lin
lifeless,ˈlaɪ.fləs
lifts,lɪfts
ligands,ˈlɪ.gəndz
lightest,ˈlaɪ.təst
lighthearted,ˈlaɪtˌhɑr.tɪd
lila,ˈli.lə
limber,ˈlɪm.bɚ
limbo,ˈlɪm.boʊ
limped,lɪmpt
limping,ˈlɪm.pɪŋ
lindsay,ˈlɪnd.zi
lineage,ˈlɪ.ni.ədʒ
lineback,ˈlaɪnˌbæk
liners,ˈlaɪ.nɚz
lingered,ˈlɪŋ.gɚd
lingerie,ˈlɑn.ʒɚˌeɪ
lingers,ˈlɪŋ.gɚz
lining,ˈlaɪ.nɪŋ
lion's,ˈlaɪ.ənz
lionel,ˈlaɪ.ə.nəl
lionized,ˈlaɪ.əˌnaɪzd
lippman,ˈlɪp.mən
lissa,ˈlɪ.sə
listens,ˈlɪ.sənz
liter,ˈli.tɚ
liters,ˈli.tɚz
litigant,ˈlɪ.tɪ.gənt
liturgical,ləˈtɝ.dʒɪ.kəl
litz,lɪts
livelier,ˈlaɪv.li.ɚ
liveliness,ˈlaɪv.li.nəs
liverpool,ˈlɪ.vɚˌpul
lizzy,ˈlɪ.zi
loathing,ˈloʊ.θɪŋ
lobules,ˈlɑbˌjulz
localization,ˌloʊ.kə.ləˈzeɪ.ʃən
lockup,ˈlɑˌkʌp
locomotive,ˌloʊ.kəˈmoʊ.tɪv
locus,ˈloʊ.kəs
lodges,ˈlɑ.dʒəz
lodgings,ˈlɑ.dʒɪŋz
lodley,ˈlɑd.li
loft,lɔft
logan,ˈloʊ.gən
logged,lɔgd
logistic,ləˈdʒɪs.tɪk
lois,ˈloʊ.əs
londonderry,ˈlʌn.dənˌdɛ.ri
lonesome,ˈloʊn.səm
long-distance,ˌlɔŋˈdɪs.təns
longevity,lɔnˈdʒɛ.və.ti
longhand,ˈlɔŋˌhænd
longings,ˈlɔ.ŋɪŋz
longstreet,ˈlɔŋˌstrit
lookout,ˈlʊˌkaʊt
looms,lumz
loon,lun
loophole,ˈlupˌhoʊl
loopholes,ˈlupˌhoʊlz
lope,loʊp
lopez,ˈloʊ.pɛz
loquacious,loʊˈkweɪ.ʃəs
lordly,ˈlɔrd.li
lorenz,lɚˈɛnts
loudspeakers,ˈlaʊdˌspi.kɚz
louis's,ˈlu.ɪ.sɪz
louvre,ˈluv.rə
lovable,ˈlʌ.və.bəl
love's,lʌvz
lovering,ˈlʌ.vɚ.ɪŋ
low-level,ˈkɑn.fə.dəns
loyalist,ˈlɔɪ.ə.lɪst
loyalists,ˈlɔɪ.ə.lɪsts
lp,ˌɛlˈpi
lubbock,ˈlʌ.bək
lubell,ˈlu.bɛl
lubricant,ˈlu.brə.kənt
lucius,ˈlu.ʃəs
lucretia,luˈkri.ʃə
lug,lʌg
luke's,luks
lull,lʌl
lumbering,ˈlʌm.bɚ.ɪŋ
lumen,ˈlu.mən
lumped,lʌmpt
lumpy,ˈlʌm.pi
luncheons,ˈlʌn.tʃənz
lunchtime,ˈlʌntʃˌtaɪm
lurching,ˈlɝ.tʃɪŋ
luscious,ˈlʌ.ʃɪs
luster,ˈlʌs.tɚ
lustre,ˈlʌs.tɚ
lymph,lɪmf
lyricism,ˈlɪ.rɪˌsɪ.zəm
lyricist,ˈlɪ.rɪ.sɪst
lyricists,ˈlɪ.rɪ.sɪsts
macabre,məˈkɑ.bɚ
macarthur,məˈkɑr.θɚ
macdonald,məkˈdɑ.nəld
machinists,məˈʃi.nɪsts
mack's,mæks
mackerel,ˈmæ.kɚ.əl
madam,ˈmæ.dəm
maddening,ˈmæ.də.nɪŋ
madman,ˈmædˌmæn
madness,ˈmæd.nəs
magenta,məˈdʒɛn.tə
maggots,ˈmæ.gəts
magnetized,ˈmæg.nɪˌtaɪzd
magpies,ˈmægˌpaɪz
mah,mɑ
mahmoud,mɑˈmud
maiden,ˈmeɪ.dən
maidens,ˈmeɪ.dənz
mailer,ˈmeɪ.lɚ
mainstream,ˈmeɪnˌstrim
maladies,ˈmæ.lə.diz
malevolent,məˈlɛ.və.lənt
malice,ˈmæ.ləs
malicious,məˈlɪ.ʃəs
maligned,məˈlaɪnd
mama's,ˈmɑ.məz
management's,ˈmæ.nədʒ.mənts
managements,ˈmæ.nədʒ.mənts
manager's,ˈmæ.nɪ.dʒɚz
manassas,məˈnɑ.səs
manes,ˈmɑ.neɪs
manic,ˈmæ.nɪk
manila,məˈnɪ.lə
manipulated,məˈnɪp.jəˌleɪ.tɪd
manipulating,məˈnɪp.jəˌleɪ.tɪŋ
manipulations,məˌnɪp.jəˈleɪ.ʃənz
manly,ˈmæn.li
manmade,ˌmænˈmeɪd
mann,mæn
mannerism,ˈmæ.nɚˌɪ.zəm
manny,ˈmæ.ni
mano,ˈmɑ.noʊ
manufactures,ˌmæn.jəˈfæk.tʃɚz
marc,mɑrk
marcellus,mɑrˈsɛ.ləs
mardi,ˈmɑr.di
mare's,mɛrz
marella,mɚˈɛ.lə
marietta,ˌmɛ.riˈɛ.tə
mark's,mɑrks
markings,ˈmɑr.kɪŋz
marlene,ˈmɑrˌlin
marlin,ˈmɑr.lən
marmon,ˈmɑr.mən
marshal's,ˈmɑr.ʃəlz
mart,mɑrt
martinis,mɑrˈti.niz
marveled,ˈmɑr.vɛld
maryland's,ˈmɛ.rə.ləndz
masquerade,ˌmæ.skəˈreɪd
massage,məˈsɑʒ
massed,mæst
masterful,ˈmæs.tɚ.fəl
masterpieces,ˈmæs.tɚˌpi.səz
masts,mæsts
matchmaker,ˈmætʃˌmeɪ.kɚ
mater,ˈmɑ.tɚ
materialistic,məˌtɪ.ri.əˈlɪs.tɪk
materiel,məˌtɪ.riˈɛl
mathematician,ˌmæ.θə.məˈtɪ.ʃən
mathias,məˈti.əs
matriculate,məˈtrɪk.jə.leɪt
mats,mæts
matting,ˈmæ.tɪŋ
matured,mətˈjʊrd
mauch,mɔtʃ
mausoleum,ˌmɔ.səˈli.əm
mavis,ˈmeɪ.vɪs
maw,mɔ
mawr,mɑr
max's,ˈmæk.sɪz
maximize,ˈmæk.səˌmaɪz
maxine,mækˈsin
maxwell's,ˈmækˌswɛlz
maye,meɪ
mayfair,ˈmeɪˌfɛr
maynard,ˈmeɪ.nɚd
mayonnaise,ˈmeɪ.əˌneɪz
mayoral,ˈmeɪ.ɚ.əl
mays',meɪz
mccauley,məˈkɔ.li
mccay,məˈkeɪ
mccloy,məˈklɔɪ
mcconnell,məˈkɑ.nəl
mccrady,məˈkreɪ.di
mccullers,məˈkʌ.lɚz
mcdaniel,məkˈdæn.jəl
mcgeorge,məkˈdʒɔrdʒ
mcnaughton,məkˈnɔ.tən
mea,mi
mead,mid
mealtime,ˈmɪ.əlˌtaɪm
measles,ˈmi.zəlz
mecum,ˈmɛ.kəm
medically,ˈmɛ.də.kli
medication,ˌmɛ.dɪˈkeɪ.ʃən
meditating,ˈmɛ.dəˌteɪ.tɪŋ
meditation,ˌmɛ.dəˈteɪ.ʃən
meditative,ˈmɛ.dəˌteɪ.tɪv
meekly,ˈmi.kli
meg,mɛg
megaton,ˈkɑn.fə.dəns
megawatt,ˈmɛ.gəˌwɑt
melamine,ˈmɛ.ləˌmin
melanesian,ˌmɛ.ləˈni.ʒən
mellowed,ˈmɛ.loʊd
members',ˈmɛm.bɚz
memberships,ˈmɛm.bɚˌʃɪps
memoir,ˈmɛmˌwɑr
memorabilia,ˌmɛ.mɚ.əˈbil.jə
memorizing,ˈmɛ.mɚˌaɪ.zɪŋ
menaced,ˈmɛ.nəst
mend,mɛnd
mendelssohn,ˈmɛn.dəl.sən
mennonite,ˈmɛ.nəˌnaɪt
menus,ˈmɛn.juz
merc,mɑrk
merciful,ˈmɝ.sɪ.fəl
merges,ˈmɝ.dʒɪz
meritorious,ˌmɛ.rəˈtɔ.ri.əs
merrill,ˈmɛ.rəl
merrily,ˈmɛ.rə.li
merritt,ˈmɛ.rɪt
merry-go-round,ˈmɛ.ri.goʊˌraʊnd
merz,mɝz
messengers,ˈmɛ.sən.dʒɚz
messiah,məˈsaɪ.ə
messing,ˈmɛ.sɪŋ
metabolic,ˌmɛ.təˈbɑ.lɪk
metabolism,məˈtæ.bəˌlɪ.zəm
metalworking,ˈmɛ.təlˌwɝ.kɪŋ
metamorphosis,ˌmɛ.təˈmɔr.fə.səs
metaphorical,ˌmɛ.təˈfɔ.rɪ.kəl
meted,ˈmi.tɪd
metering,ˈmi.tɚ.ɪŋ
methuselah,məθˈju.zə.lə
methyl,ˈmɛ.θəl
metrical,ˈmɛ.trɪ.kəl
mets,mɛts
mettle,ˈmɛ.təl
michael's,ˈmaɪ.kəlz
michelson,ˈmaɪ.kəl.sən
microfilm,ˈmaɪ.krəˌfɪlm
micrometer,maɪˈkrɑ.mə.tɚ
microwave,ˈmaɪ.kroʊˌweɪv
midair,mɪˈdɛr
midshipman,ˈmɪd.ʃɪp.mən
midshipmen,ˈmɪd.ʃɪp.mɛn
midweek,ˈmɪdˌwik
migrants,ˈmaɪ.grənts
migrated,ˈmaɪˌgreɪ.tɪd
miguel,mɪˈgɛl
milks,mɪlks
milky,ˈmɪl.ki
mille,mɪl
milliliter,ˈmɪ.ləˌli.tɚ
millionaire,ˌmɪl.jəˈnɛr
mills's,ˈmɪl.zɪz
milt,mɪlt
minerva,məˈnɝ.və
mingle,ˈmɪŋ.gəl
ministerial,ˌmɪ.nɪˈsti.ri.əl
ministrations,ˌmɪ.nəˈstreɪ.ʃənz
minnesota's,ˌmɪ.nəˈsoʊ.təz
minstrel,ˈmɪn.strəl
minuet,mɪnˌjuˈɛt
mirth,mɝθ
miscalculation,mɪˌskæl.kjəˈleɪ.ʃən
miscellany,ˈmɪ.səˌleɪ.ni
mischa,ˈmɪ.ʃə
misconceptions,mɪ.skənˈsɛp.ʃənz
misconstrued,ˌmɪ.skənˈstrud
misdemeanor,ˌmɪs.dəˈmi.nɚ
miseries,ˈmɪ.zɚ.iz
misguided,mɪsˈgaɪ.dɪd
misinterpret,mɪ.sɪnˈtɝ.prət
misinterpreted,mɪ.sɪnˈtɝ.prə.tɪd
misjudged,mɪsˈdʒʌdʒd
misrepresentation,mɪsˌrɛ.prɪ.zɛnˈteɪ.ʃən
misrepresents,mɪsˌrɛ.prəˈzɛns
misshapen,mɪsˈhæ.pən
misstep,mɪsˈstɛp
missy,ˈmɪ.si
mistaking,mɪˈsteɪ.kɪŋ
mistrial,mɪˈstraɪ.əl
mistrusted,mɪˈstrʌs.tɪd
mists,mɪsts
mitch,mɪtʃ
mitigates,ˈmɪ.təˌgeɪts
mitigating,ˈmɪ.təˌgeɪ.tɪŋ
mittens,ˈmɪ.tənz
mixer,ˈmɪk.sɚ
moaned,moʊnd
mobilize,ˈmoʊ.bəˌlaɪz
mobutu,moʊˈbuˌtu
moccasins,ˈmɑ.kə.sɪnz
mockery,ˈmɑ.kɚ.i
modernism,ˈmɑ.dɚˌnɪ.zəm
modernists,ˈmɑ.dɚ.nəsts
modicum,ˈmɑ.dɪ.kəm
modifies,ˈmɑ.dəˌfaɪz
moisten,ˈmɔɪ.sən
moistened,ˈmɔɪ.sənd
molinari,ˌmɔ.ləˈnɑ.ri
mollify,ˈmɑ.ləˌfaɪ
molly's,ˈmɑ.liz
momma,ˈmɑ.mə
monasteries,ˈmɑ.nəˌstɛ.riz
monastery,ˈmɑ.nəˌstɛ.ri
monde,mɑnd
money's,ˈmʌ.niz
moneys,ˈmʌ.niz
monica,ˈmɑ.nɪ.kə
monitors,ˈmɑ.nə.tɚz
monmouth's,ˈmɑn.məθs
monomer,ˈmɑ.nə.mɚ
monopolistic,məˌnɑ.pəˈlɪs.tɪk
montana,mɑnˈtæ.nə
montgomery's,mɑntˈgʌm.riz
month's,mʌnts
montmartre,ˌmɑnˈmær.trə
monty,ˈmɔn.ti
moon's,munz
moonlit,ˈmunˌlɪt
moore's,mɔrz
moored,mʊrd
moorish,ˈmʊ.rɪʃ
moors,mʊrz
moralist,ˈmɔ.rə.lɪst
morgenthau,ˈmɔr.gənˌθaʊ
morley,ˈmɔr.li
mormon,ˈmɔr.mən
morning's,ˈmɔr.nɪŋz
morose,mɚˈoʊs
morphology,mɔrˈfɑ.lə.dʒi
morrow,ˈmɑ.roʊ
mort,mɔrt
mortals,ˈmɔr.təlz
mortars,ˈmɔr.tɚz
mosques,mɑsks
moths,mɔθs
motioning,ˈmoʊ.ʃə.nɪŋ
motorist,ˈmoʊ.tɚ.ɪst
mourn,mɔrn
mourned,mɔrnd
mourners,ˈmɔr.nɚz
mouthing,ˈmaʊ.ðɪŋ
mozart,ˈmoʊt.sɑrt
ms,mɪz
mucking,ˈmʌ.kɪŋ
mucus,ˈmju.kəs
muddied,ˈmʌ.did
muffler,ˈmʌ.flɚ
mugs,mʌgz
mullen,ˈmʌ.lən
mullenax,ˈmʌ.ləˌnæks
multiplies,ˈmʌl.təˌplaɪz
multitudes,ˈmʌl.tətˌjudz
murkland,ˈkɑn.fə.dəns
mushroom,ˈmʌʃ.rʊm
mushrooms,ˈmʌʃ.rʊmz
muslims,ˈmʌz.ləmz
mussels,ˈmʌ.səlz
must've,ˈmʌs.təv
mylar,ˈmaɪˌlɑr
myrrh,mɝ
mysteriously,ˌmɪˈstɪ.ri.ə.sli
mysticism,ˈmɪs.tɪˌsɪ.zəm
mythic,ˈmɪ.θɪk
nab,næb
nadir,ˈneɪ.dɚ
nagasaki,ˌnɑ.gɑˈsɑ.ki
nairne,nɛrn
naivete,nɑˌi.vəˈteɪ
nameless,ˈneɪm.ləs
namesake,ˈneɪmˌseɪk
nan,næn
naomi,neɪˈoʊ.mi
napkins,ˈnæp.kɪnz
napoleon's,nəˈpoʊ.li.ənz
naps,næps
narcotic,nɑrˈkɑ.tɪk
narration,nɛˈreɪ.ʃən
nasal,ˈneɪ.zəl
nasser,ˈnæ.sɚ
natal,ˈneɪ.təl
natchez,ˈnæˌtʃɛz
nate's,ˈkɑn.fə.dəns
nathaniel,nəˈθæn.jəl
nationalized,ˈnæ.ʃə.nəˌlaɪzd
naught,nɔt
nauseated,ˈnɔ.ziˌeɪ.təd
nautical,ˈnɔ.tə.kəl
nautilus,ˈnɔ.tə.ləs
navel,ˈneɪ.vəl
navigator,ˈnæ.vəˌgeɪ.tɚ
nay,neɪ
neapolitan,ˌni.əˈpɑ.lə.tən
necklaces,ˈnɛ.klə.sɪz
necks,nɛks
necktie,ˈnɛkˌtaɪ
negate,nɪˈgeɪt
negatively,ˈnɛ.gə.tɪv.li
negligent,ˈnɛ.glə.dʒənt
nervousness,ˈnɝ.vəs.nəs
nester,ˈnɛs.tɚ
nesting,ˈnɛs.tɪŋ
nestling,ˈnɛs.lɪŋ
nettled,ˈnɛ.təld
neutralization,ˌnu.trə.ləˈzeɪ.ʃən
newbold,ˈnuˌboʊld
newlyweds,ˈnu.liˌwɛdz
newtonian,nuˈtoʊ.ni.ən
niagara,naɪˈæ.grə
nicaragua,ˌnɪ.kɚˈɑ.gwə
nicer,ˈnaɪ.sɚ
niebuhr,ˈni.bʊr
nietzsche,ˈni.tʃi
niger,ˈnaɪ.dʒɚ
nightclub,ˈnaɪtˌklʌb
nightmarish,ˈnaɪtˌmɛ.rɪʃ
nikolai,ˈnɪ.koʊˌlaɪ
nimbly,ˈnɪm.bli
nobleman,ˈnoʊ.bəl.mən
nodes,noʊdz
non-academic,ˈkɑn.fə.dəns
non-existent,ˈkɑn.fə.dəns
non-partisan,ˈkɑn.fə.dəns
non-political,ˈkɑn.fə.dəns
non-verbal,ˈnɑnˈvɝ.bəl
noncommittal,ˌnɑn.kəˈmɪ.təl
noncompliance,ˌnɑn.kəmˈplaɪ.əns
nonconformist,ˌnɑn.kənˈfɔr.mɪst
nonpartisan,nɑnˈpɑr.tə.zən
nonresidential,ˌnɑnˌrɛ.zəˈdɛn.tʃəl
norell,ˈnɔ.rəl
norfolk,ˈnɔr.fək
norma,ˈnɔr.mə
northampton,ˌnɔrˈθæmp.tən
northland,ˈnɔrθˌlænd
norway,ˈnɔrˌweɪ
norwegian,ˌnɔrˈwi.dʒən
nosebleed,ˈnoʊzˌblid
notables,ˈnoʊ.tə.bəlz
notched,nɑtʃt
notebook,ˈnoʊtˌbʊk
notebooks,ˈnoʊtˌbʊks
noticeably,ˈnoʊ.tɪ.sə.bli
nott,nɑt
novo,ˈnoʊ.voʊ
noxious,ˈnɑk.ʃəs
nucleoli,ˈnu.kliˌoʊ.li
nucleotide,ˈnu.kli.əˌtaɪd
nudes,nudz
nudge,nʌdʒ
nudged,nʌdʒd
nudity,ˈnu.dɪ.ti
nullified,ˈnʌ.ləˌfaɪd
numbing,ˈnʌ.mɪŋ
numbness,ˈnʌm.nəs
numerically,nuˈmɛ.rɪ.kli
nun,nʌn
nurses',ˈnɝ.sɪz
nutrient,ˈnu.tri.ənt
nutritive,ˈnu.trə.tɪv
nyberg,ˈnaɪ.bɚg
nymphomaniacs,ˌnɪm.foʊˈmeɪ.niˌæks
o'brien,oʊˈbraɪ.ɪn
o'donnell,oʊˈdɑ.nəl
o'dwyer,oʊdˈwaɪr
o'sullivan,oʊˈsʌ.lə.vən
oases,oʊˈeɪ.siz
obedient,oʊˈbi.di.ənt
oberlin,ˈoʊ.bɚ.lɪn
obituaries,oʊˈbɪ.tʃuˌɛ.riz
objectivity,ˌɑb.dʒɛkˈtɪ.vɪ.ti
objector,əbˈdʒɛk.tɚ
obligingly,əˈblaɪ.dʒɪŋ.li
obliterate,əˈblɪ.tɚˌeɪt
obliteration,əˌblɪ.tɚˈeɪ.ʃən
oblivion,əˈblɪ.vi.ən
oblivious,əˈblɪ.vi.əs
obscene,ɑbˈsin
obscenities,ɑbˈsɛ.nɪ.tiz
obsequious,əbˈsi.kwi.əs
obsesses,əbˈsɛ.sɪz
obsolescent,ˌɑb.səˈlɛ.sənt
obstructionist,əbˈstrʌk.ʃə.nəst
obtrudes,əbˈtrudz
occident,ˈɑk.səˌdɛnt
occidental,ˌɑk.səˈdɛ.nəl
occipital,ɑkˈsɪ.pə.təl
occlusion,əˈklu.ʒən
oceanographic,ˌoʊ.ʃə.nəˈgræ.fɪk
och,ɑk
ochre,ˈoʊ.kɚ
octave,ˈɑk.tɪv
octaves,ˈɑk.tɪvz
offender,əˈfɛn.dɚ
offenders,əˈfɛn.dɚz
oftentimes,ˈɔ.fənˌtaɪmz
ogled,ˈoʊ.gəld
okamoto,ˌoʊ.kəˈmoʊ.toʊ
ol',ˈkɑn.fə.dəns
old-timer,oʊldˈtaɪ.mɚ
oldsmobile,ˈoʊldz.moʊˌbil
oldsters,ˈoʊld.stɚz
olympics,əˈlɪm.pɪks
omaha,ˈoʊ.məˌhɑ
omen,ˈoʊ.mən
omits,oʊˈmɪts
oncoming,ˈɔnˌkʌ.mɪŋ
one-night,ˈkɑn.fə.dəns
one-sided,ˈkɑn.fə.dəns
oneness,ˈwʌ.nəs
onlooker,ˈɔnˌlʊ.kɚ
onlookers,ˈɔnˌlʊ.kɚz
onus,ˈoʊ.nəs
ooze,uz
oozed,uzd
operas,ˈɑ.prəz
ophthalmic,ɑfˈθæl.mɪk
opinionated,əˈpɪn.jəˌneɪ.tɪd
opponent's,əˈpoʊ.nənts
opposes,əˈpoʊ.zɪz
oppressors,əˈprɛ.sɚz
opted,ˈɑp.tɪd
oracle,ˈɔ.rə.kəl
orally,ˈɔ.rə.li
orations,ɔˈreɪ.ʃənz
oratorical,ˌɔ.rəˈtɔ.rə.kəl
orators,ˈɔ.rə.tɚz
orbital,ˈɔr.bə.təl
orchestra's,ˈɔr.kə.strəz
orchestrations,ˌɔr.kəˈstreɪ.ʃənz
orcutt,ˈɔr.kət
ordain,ɔrˈdeɪn
orestes,ɔˈrɛs.tiz
orgies,ˈɔr.dʒiz
orifices,ˈɔ.rə.fə.səz
originates,əˈrɪ.dʒəˌneɪts
orlando,ɔrˈlæn.doʊ
ornery,ˈɔr.nɚ.i
orphaned,ˈɔr.fənd
orpheus,ˈɔr.fi.əs
orwell,ˈɔrˌwɛl
orwell's,ˈɔrˌwɛlz
osborne,ˈɔzˌbɔrn
ostentatious,ˌɑ.stənˈteɪ.ʃəs
others',ˈʌ.ðɚz
otherworldly,ˌʌ.ðɚˈwɝld.li
oughta,ˈɔ.tə
oui,uˈwi
outboards,ˈaʊtˌbɔrdz
outbreak,ˈaʊtˌbreɪk
outburst,ˈaʊtˌbɝst
outflow,ˈaʊtˌfloʊ
outlaw,ˈaʊtˌlɔ
outlaws,ˈaʊtˌlɔz
outlay,ˈaʊtˌleɪ
outlining,ˈaʊtˌlaɪ.nɪŋ
outlying,ˈaʊtˌlaɪ.ɪŋ
outnumber,aʊtˈnʌm.bɚ
outnumbered,ˌaʊtˈnʌm.bɚd
outrageous,aʊˈtreɪ.dʒəs
outriggers,ˈaʊˌtrɪ.gɚz
outsmarted,ˈaʊtsˌmɑr.təd
outstandingly,ˌaʊtˈstæn.dɪŋ.li
outta,ˈaʊ.tə
outweigh,ˈaʊtˌweɪ
ovation,oʊˈveɪ.ʃən
overbearing,ˌoʊ.vɚˈbɛ.rɪŋ
overdone,ˌoʊ.vɚˈdʌn
overdue,ˌoʊ.vɚˈdu
overeating,ˌoʊ.vɚˈi.tɪŋ
overflow,ˈoʊ.vɚˌfloʊ
overflowed,ˌoʊ.vɚˈfloʊd
overflowing,ˈoʊ.vɚˌfloʊ.ɪŋ
overhangs,ˈoʊ.vɚˌhæŋz
overlay,ˈoʊ.vɚˌleɪ
overlooking,ˈoʊ.vɚˌlʊ.kɪŋ
overpopulation,ˌoʊ.vɚˌpɑp.jəˈleɪ.ʃən
overpowered,ˌoʊ.vɚˈpaʊ.ɚd
overreached,ˈoʊ.vɚˌritʃt
overshadow,ˌoʊ.vɚˈʃæ.doʊ
overshadowed,ˌoʊ.vɚˈʃæ.doʊd
oversize,ˌoʊ.vɚˈsaɪz
oversized,ˈoʊ.vɚˌsaɪzd
oversubscribed,ˌoʊ.vɚ.səbsˈkraɪbd
overturned,ˈoʊ.vɚˌtɝnd
overturning,ˈoʊ.vɚˌtɝ.nɪŋ
owl,aʊl
owls,aʊlz
owner's,ˈoʊ.nɚz
owners',ˈoʊ.nɚz
oxcart,ˈɑkˌskɑrt
pacifist,ˈpæ.sɪ.fɪst
pacify,ˈpæ.səˌfaɪ
packers,ˈpæ.kɚz
padlock,ˈpædˌlɑk
paean,ˈpi.ən
painstakingly,ˈpeɪnˌsteɪ.kɪŋ.li
pak,pæk
pakistanis,ˌpæ.kɪˈstæ.niz
pal,pæl
palace's,ˈpæ.lə.səz
palate,ˈpæ.lət
palermo,pəˈlɛr.moʊ
palisades,ˌpæ.lɪˈseɪdz
palpable,ˈpæl.pə.bəl
palsy,ˈpɔl.zi
pandemic,pænˈdɛ.mɪk
pandora's,pænˈdɔ.rəz
paneled,ˈpæ.nəld
pangs,pæŋz
panicked,ˈpæ.nɪkt
pantomime,ˈpæn.təˌmaɪm
pantry,ˈpæn.tri
paperback,ˈpeɪ.pɚˌbæk
paperweight,ˈpeɪ.pɚˌweɪt
papier-mache,ˌpeɪ.pɚ.məˈʃeɪ
papp,pæp
paprika,pæˈpri.kə
paraded,pɚˈeɪ.dɪd
parading,pɚˈeɪ.dɪŋ
paragon,ˈpɛ.rəˌgɑn
parallels,ˈpɛ.rəˌlɛlz
paralyzed,ˈpɛ.rəˌlaɪzd
paralyzes,ˈpɛ.rəˌlaɪ.zɪz
parametric,ˌpɛ.rəˈmɛ.trɪk
paranoid,ˈpɛ.rəˌnɔɪd
paraphrase,ˈpɛ.rəˌfreɪz
parasitic,ˌpɛ.rəˈsɪ.tɪk
parched,pɑrtʃt
pardoned,ˈpɑr.dənd
pare,pɛr
parentage,ˈpɛ.rən.tədʒ
